DATE,MONTH,cloud_cover,wind_speed,wind_gust,humidity,precipitation,sunshine,temp_mean,temp_min,temp_max
20190129,1,7,4.6,11.1,0.78,0.0,2.6,1.8,-0.9,5.2
20190130,1,7,2.7,8.7,0.86,0.42,0.0,0.2,-1.2,1.9
20190131,1,5,2.9,8.2,0.88,0.06,0.4,-0.9,-3.8,1.4
20190201,2,7,4.2,10.8,0.83,0.44,2.5,2.6,-1.2,6.8
20190202,2,8,2.6,6.9,0.96,0.74,0.0,1.2,0.0,2.0
20190203,2,4,2.9,7.4,0.85,0.0,4.2,2.0,-2.4,5.6
20190204,2,5,5.9,14.7,0.75,0.1,1.4,2.1,-2.6,5.6
20190205,2,7,3.8,8.4,0.89,0.0,0.0,3.5,1.4,5.4
20190206,2,7,6.0,11.7,0.68,0.25,0.1,5.6,2.0,9.9
20190207,2,6,8.1,15.8,0.75,0.04,2.4,7.0,4.0,10.5
20190208,2,8,7.1,13.5,0.75,0.29,0.0,7.9,5.0,9.8
20190209,2,6,9.2,20.6,0.74,1.02,2.2,8.3,6.3,11.3
20190210,2,8,8.1,17.1,0.86,1.84,0.0,7.3,2.4,10.7
20190211,2,5,5.1,12.2,0.84,0.14,2.6,4.6,2.2,7.2
20190212,2,5,3.3,7.2,0.86,0.0,1.2,2.9,-1.6,7.6
20190213,2,6,3.4,6.7,0.78,0.0,4.2,4.5,0.2,8.6
20190214,2,4,3.1,8.6,0.56,0.0,8.6,6.8,1.2,15.3
20190215,2,0,5.0,10.3,0.44,0.0,9.0,10.5,4.8,17.3
20190216,2,2,4.3,10.3,0.57,0.0,8.8,9.1,2.2,15.6
20190217,2,5,4.8,10.3,0.57,0.0,8.5,9.7,3.6,16.8
20190218,2,2,5.2,9.8,0.54,0.0,9.1,9.8,5.3,16.3
20190219,2,6,4.5,12.3,0.74,0.0,3.2,7.5,3.9,11.2
20190220,2,6,3.9,9.8,0.74,0.0,2.6,7.0,3.2,12.2
20190221,2,6,3.4,9.9,0.8,0.1,2.0,8.3,3.6,13.2
20190222,2,6,2.3,6.3,0.86,0.01,1.3,9.7,4.6,13.5
20190223,2,3,3.8,10.8,0.63,0.0,9.3,6.9,1.2,12.5
20190224,2,1,3.5,10.8,0.35,0.0,9.5,8.6,2.9,16.6
20190225,2,3,1.8,6.2,0.5,0.0,9.6,9.2,0.7,19.2
20190226,2,2,1.5,5.7,0.61,0.0,9.7,9.5,0.5,19.3
20190227,2,0,1.5,6.3,0.55,0.0,9.8,10.1,0.7,21.0
20190228,2,4,4.5,13.5,0.79,0.16,5.1,8.7,2.9,14.7
20190301,3,8,3.7,9.6,0.88,0.03,0.0,7.2,5.0,8.9
20190302,3,8,4.5,10.3,0.85,0.09,0.6,8.1,4.9,12.4
20190303,3,8,8.4,16.5,0.77,0.09,0.0,11.0,8.5,13.2
20190304,3,7,9.8,25.2,0.66,0.48,2.0,9.5,4.8,14.2
20190305,3,6,7.2,16.3,0.73,0.04,3.0,6.8,4.3,10.3
20190306,3,7,7.8,15.9,0.73,0.28,0.3,9.9,6.4,13.0
20190307,3,6,9.7,23.8,0.74,0.37,2.2,9.5,7.3,12.2
20190308,3,7,7.4,19.7,0.71,0.18,2.2,8.1,6.1,10.5
20190309,3,7,9.1,26.8,0.77,1.16,1.3,9.0,5.6,13.0
20190310,3,7,8.0,30.5,0.81,0.78,1.6,7.2,1.7,13.2
20190311,3,6,8.1,19.5,0.73,0.19,1.8,5.0,0.7,8.1
20190312,3,6,7.7,23.1,0.67,0.07,0.8,6.2,0.4,10.3
20190313,3,6,9.2,20.2,0.8,0.81,0.0,6.2,4.8,7.5
20190314,3,6,7.9,18.7,0.82,0.7,0.6,7.2,5.4,11.1
20190315,3,7,6.7,17.1,0.85,0.87,0.0,9.2,6.2,13.1
20190316,3,8,7.6,18.9,0.77,0.12,0.0,9.9,7.2,11.4
20190317,3,6,7.7,19.5,0.75,0.35,2.6,7.5,2.0,11.4
20190318,3,4,4.5,11.3,0.75,0.02,4.4,5.1,-0.4,9.9
20190319,3,2,1.9,6.7,0.74,0.0,8.3,4.6,-3.0,11.4
20190320,3,5,3.4,8.7,0.74,0.0,0.2,7.4,2.4,13.2
20190321,3,3,2.2,6.5,0.71,0.0,11.1,9.9,3.4,17.1
20190322,3,3,2.3,8.9,0.64,0.0,10.2,11.6,2.2,20.5
20190323,3,8,2.3,8.6,0.8,0.0,0.0,9.1,5.8,11.7
20190324,3,4,3.6,9.1,0.65,0.0,8.6,8.6,2.3,11.9
20190325,3,5,6.9,19.5,0.73,0.45,4.3,6.8,2.9,9.3
20190326,3,7,3.5,9.6,0.68,0.0,0.4,7.4,5.7,9.4
20190327,3,7,1.6,5.0,0.72,0.0,2.3,7.9,2.4,11.5
20190328,3,6,1.4,5.0,0.72,0.0,0.7,9.4,3.8,13.8
20190329,3,0,2.3,8.9,0.68,0.0,11.6,10.6,1.4,18.7
20190330,3,1,3.7,10.3,0.6,0.0,10.9,12.5,6.0,19.1
20190331,3,4,4.4,11.3,0.72,0.01,6.0,8.8,4.7,12.7
20190401,4,0,3.4,7.7,0.57,0.0,11.8,9.2,1.9,16.6
20190402,4,6,5.2,13.7,0.71,0.56,3.9,10.9,8.3,15.5
20190403,4,8,3.0,8.1,0.79,0.14,0.0,7.7,6.0,9.8
20190404,4,7,1.9,5.0,0.85,0.23,0.0,6.0,2.4,8.1
20190405,4,7,2.6,7.2,0.84,0.0,1.2,6.8,2.8,10.5
20190406,4,7,2.1,8.9,0.76,0.0,1.4,11.0,7.1,16.8
20190407,4,4,3.0,11.1,0.65,0.0,7.8,14.3,6.0,20.8
20190408,4,6,1.8,6.0,0.77,0.0,3.0,12.0,5.0,18.7
20190409,4,6,4.6,11.3,0.66,0.0,4.9,11.7,8.1,16.1
20190410,4,2,5.8,13.4,0.55,0.0,12.5,8.3,3.9,13.1
20190411,4,1,4.4,11.5,0.52,0.0,11.2,6.4,1.4,11.4
20190412,4,7,4.1,10.1,0.56,0.0,0.4,4.9,2.7,7.0
20190413,4,4,4.3,11.3,0.71,0.0,7.8,3.5,-0.1,8.0
20190414,4,4,5.3,12.7,0.67,0.0,8.2,5.9,0.9,11.5
20190415,4,2,3.3,9.3,0.6,0.0,10.9,10.6,3.8,18.7
20190416,4,3,3.4,11.7,0.56,0.0,10.4,12.3,2.8,20.0
20190417,4,6,3.6,11.3,0.69,0.0,0.7,13.5,8.9,18.0
20190418,4,4,4.5,12.7,0.43,0.0,10.4,16.7,8.7,23.0
20190419,4,1,3.0,10.1,0.44,0.0,12.9,17.0,7.4,25.1
20190420,4,0,2.9,9.6,0.48,0.0,12.9,17.2,5.7,24.9
20190421,4,0,2.5,7.7,0.44,0.0,13.0,17.0,7.0,24.6
20190422,4,2,3.3,11.8,0.48,0.0,12.8,16.9,5.1,26.0
20190423,4,6,4.2,10.5,0.51,0.0,10.9,15.8,7.1,22.4
20190424,4,6,6.1,27.1,0.57,0.6,7.2,17.9,9.6,25.8
20190425,4,6,6.0,15.1,0.67,0.31,4.0,13.9,8.5,21.8
20190426,4,6,3.0,9.3,0.74,0.0,2.4,12.3,9.7,17.2
20190427,4,6,5.0,14.9,0.78,0.73,2.0,9.9,7.5,13.2
20190428,4,5,3.7,9.9,0.73,0.0,4.8,9.2,3.3,13.5
20190429,4,5,3.3,8.9,0.73,0.0,7.5,10.3,1.3,16.0
20190430,4,3,3.3,8.4,0.72,0.0,10.2,12.3,5.5,17.1
20190501,5,5,1.4,4.6,0.88,0.0,3.1,8.8,4.4,14.9
20190502,5,6,2.5,13.0,0.84,0.21,2.3,9.5,3.4,15.9
20190503,5,7,3.7,9.8,0.7,0.82,4.0,9.1,5.7,12.5
20190504,5,5,3.7,14.9,0.8,0.06,5.2,5.5,2.9,10.4
20190505,5,4,3.6,12.2,0.7,0.0,5.1,6.7,0.2,12.4
20190506,5,6,3.2,12.3,0.8,0.11,1.4,6.2,-0.2,10.6
20190507,5,6,2.0,5.3,0.71,0.0,5.1,8.5,2.9,13.1
20190508,5,7,5.1,12.9,0.75,0.35,0.2,10.6,6.5,12.6
20190509,5,6,4.8,14.9,0.76,0.56,5.5,12.1,7.7,16.7
20190510,5,7,3.6,10.3,0.84,0.37,3.3,10.5,7.2,15.3
20190511,5,5,3.9,11.8,0.75,0.1,5.0,10.8,5.9,15.0
20190512,5,4,3.5,9.6,0.6,0.0,7.3,10.0,4.9,14.6
20190513,5,2,3.8,9.8,0.53,0.0,14.2,10.5,2.7,16.7
20190514,5,2,3.8,12.9,0.58,0.0,13.4,10.5,3.8,16.4
20190515,5,1,4.4,13.0,0.52,0.0,13.8,10.6,3.2,16.7
20190516,5,7,3.6,9.8,0.7,0.12,1.1,9.9,4.3,15.2
20190517,5,7,2.3,7.7,0.9,0.21,0.0,10.8,8.2,13.0
20190518,5,6,1.8,9.3,0.81,1.12,6.5,14.5,7.5,22.9
20190519,5,6,2.1,10.8,0.78,0.0,6.0,15.8,9.7,23.1
20190520,5,7,4.0,9.3,0.86,0.3,0.0,14.0,9.9,16.0
20190521,5,8,4.7,10.5,0.95,0.68,0.0,12.1,11.1,12.8
20190522,5,6,2.7,8.6,0.71,0.0,4.8,13.8,9.2,19.7
20190523,5,5,2.6,8.6,0.63,0.0,13.2,15.4,6.0,22.3
20190524,5,6,2.9,9.3,0.56,0.0,8.0,17.1,8.4,23.3
20190525,5,4,1.8,7.2,0.69,0.0,7.8,13.8,6.5,19.9
20190526,5,6,4.5,10.8,0.71,0.13,2.8,16.1,8.9,20.8
20190527,5,7,3.3,9.8,0.69,0.0,4.7,15.6,8.9,20.2
20190528,5,7,2.9,13.4,0.8,0.33,1.6,12.1,8.7,16.1
20190529,5,1,2.2,8.1,0.57,0.0,14.6,13.5,3.7,19.9
20190530,5,7,4.6,10.6,0.73,0.02,1.2,16.4,12.3,20.9
20190531,5,4,3.9,12.2,0.66,0.0,11.4,18.5,11.5,22.9
20190601,6,5,2.3,7.0,0.67,0.0,13.3,19.7,10.4,27.7
20190602,6,3,4.7,12.9,0.52,1.01,14.7,24.4,14.9,31.8
20190603,6,6,2.7,13.0,0.75,0.05,2.3,19.6,15.8,23.3
20190604,6,6,3.3,14.1,0.75,0.03,8.3,21.8,13.4,28.4
20190605,6,5,3.1,19.4,0.66,1.05,9.6,21.9,15.8,26.9
20190606,6,6,4.1,16.6,0.72,0.0,5.1,15.3,9.9,19.5
20190607,6,4,6.0,17.0,0.64,0.25,10.0,16.5,9.1,25.7
20190608,6,6,8.8,22.5,0.6,0.0,3.0,15.3,12.2,19.6
20190609,6,5,2.8,5.8,0.59,0.0,8.0,16.8,9.5,22.5
20190610,6,7,2.1,9.6,0.69,0.06,5.2,18.2,13.5,24.6
20190611,6,6,2.9,7.7,0.67,0.0,7.7,17.0,13.1,21.9
20190612,6,5,4.7,14.1,0.68,0.7,7.6,17.2,13.1,21.6
20190613,6,5,5.8,13.9,0.62,0.07,8.2,17.1,12.7,21.9
20190614,6,5,2.1,6.2,0.63,0.16,11.7,19.8,10.4,26.4
20190615,6,6,3.2,10.8,0.76,0.0,4.6,18.9,15.2,23.2
20190616,6,3,3.5,12.7,0.66,0.0,12.6,18.5,12.5,23.2
20190617,6,2,2.4,8.1,0.59,0.0,11.8,20.5,11.0,27.3
20190618,6,5,2.0,9.3,0.59,0.0,10.4,22.4,12.7,29.7
20190619,6,4,4.4,20.6,0.66,1.37,9.0,22.7,16.5,29.6
20190620,6,6,3.6,10.3,0.81,0.13,2.6,17.8,13.5,21.9
20190621,6,3,2.9,8.4,0.67,0.0,10.7,16.8,11.4,22.5
20190622,6,3,3.8,12.5,0.63,0.0,13.0,19.7,10.7,26.5
20190623,6,3,3.1,11.8,0.53,0.0,12.3,23.9,14.4,31.4
20190624,6,5,4.1,11.1,0.5,0.0,13.0,26.9,19.0,32.9
20190625,6,5,4.3,11.8,0.5,0.0,12.2,28.9,19.1,36.8
20190626,6,1,3.8,9.8,0.66,0.0,14.5,25.4,18.2,30.4
20190627,6,1,4.3,9.1,0.58,0.0,13.3,20.2,15.3,26.3
20190628,6,0,3.3,8.2,0.57,0.0,15.4,19.5,12.3,27.3
20190629,6,0,2.7,8.2,0.43,0.0,15.3,25.2,11.3,34.4
20190630,6,2,4.9,11.3,0.47,0.0,12.9,25.8,18.9,30.9
20190701,7,3,4.7,11.3,0.56,0.0,11.2,20.6,15.0,25.6
20190702,7,2,3.1,10.1,0.55,0.0,11.6,18.2,10.3,23.9
20190703,7,2,3.8,11.7,0.53,0.0,9.4,17.6,12.2,22.5
20190704,7,3,2.4,8.2,0.5,0.0,11.2,18.1,9.6,24.8
20190705,7,5,3.3,10.8,0.55,0.0,5.0,20.7,14.8,27.1
20190706,7,5,3.9,17.8,0.65,0.05,8.0,19.5,12.4,27.0
20190707,7,5,3.7,9.3,0.62,0.0,4.1,16.2,9.7,20.6
20190708,7,5,3.4,12.2,0.68,0.0,1.1,14.0,7.0,18.7
20190709,7,5,3.2,9.1,0.56,0.0,7.8,16.2,10.5,22.0
20190710,7,6,2.0,7.2,0.62,0.17,6.7,16.2,7.7,24.2
20190711,7,7,3.4,10.3,0.7,0.0,2.2,19.6,14.8,25.9
20190712,7,6,3.3,11.8,0.73,0.13,4.4,18.8,13.4,25.7
20190713,7,7,4.2,9.8,0.76,0.02,2.2,17.8,14.5,23.6
20190714,7,7,3.4,8.7,0.66,0.0,0.0,16.3,13.6,19.0
20190715,7,6,2.2,6.2,0.73,0.0,0.0,14.7,8.9,18.0
20190716,7,6,1.9,6.7,0.74,0.0,2.7,14.9,8.2,20.9
20190717,7,6,1.7,6.2,0.71,0.0,3.1,16.9,9.4,23.6
20190718,7,6,3.8,12.5,0.61,0.02,4.8,20.3,12.1,26.5
20190719,7,6,3.5,10.3,0.59,0.0,7.1,21.4,17.1,26.1
20190720,7,5,4.6,19.2,0.7,1.03,6.0,21.5,17.1,29.5
20190721,7,6,3.2,9.4,0.71,0.0,6.2,19.8,14.9,25.6
20190722,7,5,3.3,10.8,0.61,0.0,13.8,22.3,14.1,29.2
20190723,7,2,2.3,6.7,0.52,0.0,14.6,26.5,15.0,34.9
20190724,7,2,3.0,9.8,0.42,0.0,13.6,30.4,19.8,39.1
20190725,7,2,2.6,8.6,0.45,0.0,12.8,31.2,19.1,40.7
20190726,7,4,3.3,10.8,0.48,0.0,9.5,29.6,20.3,39.6
20190727,7,6,2.9,9.8,0.75,0.01,5.3,23.4,19.3,27.5
20190728,7,8,3.8,9.1,0.89,0.01,0.0,19.5,17.8,21.0
20190729,7,2,2.7,8.2,0.62,0.0,14.2,21.0,15.8,26.7
20190730,7,3,4.1,11.5,0.54,0.0,9.3,22.9,13.0,31.1
20190731,7,4,5.4,12.5,0.58,0.03,5.2,20.2,15.8,25.2
20190801,8,3,3.7,11.5,0.64,0.0,6.2,19.7,13.7,25.3
20190802,8,4,3.8,12.7,0.8,1.17,5.9,18.4,12.6,26.1
20190803,8,6,3.3,8.2,0.77,0.0,2.5,18.9,14.1,22.7
20190804,8,4,1.7,6.9,0.64,0.0,10.9,20.9,12.4,27.9
20190805,8,7,4.2,11.3,0.57,0.06,8.0,23.1,18.3,27.3
20190806,8,7,4.4,11.5,0.62,0.0,5.6,21.3,16.2,25.6
20190807,8,5,5.6,12.5,0.63,0.0,8.6,20.9,16.9,25.5
20190808,8,4,4.9,12.9,0.63,0.0,10.0,19.7,13.4,25.0
20190809,8,7,4.6,10.3,0.76,0.07,0.6,21.3,16.1,26.4
20190810,8,4,8.7,18.7,0.56,0.0,6.5,22.1,18.6,26.0
20190811,8,5,5.1,12.0,0.57,0.0,5.1,19.4,14.5,23.5
20190812,8,3,4.1,21.8,0.73,0.46,6.7,16.8,13.2,25.0
20190813,8,5,4.7,11.7,0.75,0.03,5.5,15.4,10.5,21.2
20190814,8,4,3.9,10.8,0.64,0.23,9.7,17.4,9.5,23.9
20190815,8,6,5.8,13.4,0.8,0.13,3.1,18.2,14.0,22.6
20190816,8,6,4.4,11.7,0.69,0.1,5.1,18.4,11.9,23.7
20190817,8,8,5.4,12.2,0.77,1.14,0.0,19.4,17.0,22.2
20190818,8,7,3.6,9.3,0.9,0.66,1.0,16.8,14.2,19.8
20190819,8,3,5.5,12.9,0.65,0.0,9.0,17.8,13.3,23.4
20190820,8,3,3.4,10.6,0.7,0.0,9.3,16.6,11.3,22.3
20190821,8,3,1.6,8.7,0.68,0.0,12.3,16.7,9.4,23.5
20190822,8,1,2.6,8.6,0.58,0.0,13.1,19.3,10.5,27.1
20190823,8,3,2.1,7.0,0.6,0.0,12.6,20.6,10.8,28.5
20190824,8,0,1.8,6.2,0.56,0.0,13.0,21.8,11.3,31.0
20190825,8,3,1.6,5.1,0.6,0.0,10.2,23.7,13.3,31.8
20190826,8,2,1.9,9.8,0.63,0.0,11.2,25.2,17.1,33.9
20190827,8,2,2.2,23.1,0.63,0.7,10.4,25.2,17.3,34.2
20190828,8,5,3.4,8.2,0.6,1.37,8.0,25.1,20.9,30.5
20190829,8,5,2.8,8.7,0.74,0.0,4.6,21.0,15.4,25.1
20190830,8,2,1.6,5.7,0.71,0.0,12.1,19.1,13.2,25.8
20190831,8,2,3.1,15.1,0.62,0.18,10.6,23.2,12.1,32.9
20190901,9,5,3.7,8.7,0.67,0.0,3.0,17.9,11.4,21.1
20190902,9,2,2.8,8.7,0.63,0.0,11.0,15.3,9.6,21.8
20190903,9,6,4.3,13.4,0.69,0.0,1.7,16.3,10.7,19.9
20190904,9,6,5.1,13.0,0.73,0.19,4.6,17.6,12.5,23.9
20190905,9,4,5.0,12.3,0.77,0.02,5.2,14.0,7.7,18.9
20190906,9,5,3.6,10.8,0.65,0.05,9.6,14.1,5.1,20.3
20190907,9,6,2.8,9.8,0.79,0.2,3.2,15.0,12.7,19.2
20190908,9,7,2.8,8.2,0.78,0.06,1.7,14.1,11.6,17.6
20190909,9,5,2.0,6.2,0.71,0.0,6.9,13.7,7.9,18.8
20190910,9,2,1.9,7.2,0.69,0.0,11.6,13.6,6.4,21.0
20190911,9,7,4.5,12.2,0.77,0.15,2.2,14.8,10.1,20.1
20190912,9,6,4.3,11.3,0.75,0.0,4.0,19.4,15.7,24.3
20190913,9,6,3.8,8.2,0.75,0.0,1.6,18.1,12.7,22.3
20190914,9,3,1.8,6.7,0.64,0.0,11.2,14.8,7.8,22.4
20190915,9,5,2.9,8.7,0.64,0.0,11.2,17.0,7.6,25.2
20190916,9,8,1.9,6.7,0.9,0.06,0.0,15.1,12.6,18.3
20190917,9,6,3.8,13.4,0.72,0.0,5.1,14.2,6.0,19.2
20190918,9,3,2.3,11.0,0.72,0.0,7.5,11.2,4.0,17.9
20190919,9,3,1.9,9.9,0.7,0.0,10.7,10.7,3.1,17.6
20190920,9,3,2.1,6.7,0.63,0.0,11.0,12.3,3.6,21.0
20190921,9,0,3.7,13.2,0.43,0.0,11.2,17.8,8.6,26.0
20190922,9,5,5.0,11.8,0.54,0.95,7.8,20.3,10.5,28.4
20190923,9,7,3.3,8.7,0.82,0.07,2.6,16.8,14.5,20.8
20190924,9,7,5.7,13.0,0.76,0.11,0.7,16.0,13.2,20.1
20190925,9,7,4.9,12.3,0.8,0.0,0.2,16.1,13.4,19.4
20190926,9,8,5.2,19.0,0.88,0.52,0.0,16.7,13.8,18.7
20190927,9,6,6.1,12.7,0.77,0.1,5.2,16.3,13.7,20.4
20190928,9,7,7.3,10.6,0.83,0.27,0.9,15.1,13.4,17.6
20190929,9,7,7.2,10.6,0.81,1.33,0.1,15.8,14.3,18.4
20190930,9,7,6.7,14.4,0.79,0.52,2.9,15.0,12.5,18.3
20191001,10,8,5.4,13.4,0.89,0.98,0.0,15.6,12.9,17.8
20191002,10,4,4.7,12.5,0.79,0.05,5.2,11.0,8.8,14.7
20191003,10,6,3.6,8.9,0.89,0.17,0.2,10.4,7.6,13.8
20191004,10,8,5.6,12.5,0.88,0.57,0.1,11.2,9.0,14.6
20191005,10,7,2.9,7.4,0.8,0.0,2.4,10.2,8.3,13.5
20191006,10,8,4.5,11.8,0.86,1.32,0.0,9.2,8.3,10.2
20191007,10,8,3.9,8.9,0.85,0.68,0.8,10.8,8.1,13.7
20191008,10,7,5.3,9.8,0.92,0.2,0.2,13.2,11.6,16.0
20191009,10,6,7.0,13.9,0.82,0.12,0.2,12.2,9.9,14.7
20191010,10,5,6.4,13.5,0.76,0.0,4.3,12.4,8.7,16.1
20191011,10,8,7.2,15.4,0.72,0.0,0.0,15.0,12.2,17.7
20191012,10,5,5.8,13.9,0.76,0.0,5.4,16.4,13.5,19.6
20191013,10,6,5.8,12.9,0.78,0.05,3.6,19.4,14.8,24.9
20191014,10,6,3.7,9.8,0.73,0.0,6.2,18.5,11.2,23.2
20191015,10,6,3.6,9.1,0.84,0.57,1.1,15.7,12.7,19.8
20191016,10,7,5.2,10.8,0.9,0.74,3.0,13.3,11.0,16.0
20191017,10,7,4.8,12.2,0.91,0.13,0.3,14.5,12.8,16.2
20191018,10,6,6.5,26.6,0.77,0.38,2.8,13.3,10.0,17.7
20191019,10,7,4.5,10.5,0.88,0.38,0.0,12.3,10.7,14.8
20191020,10,8,2.9,9.8,0.97,0.86,0.0,11.7,10.7,12.5
20191021,10,6,4.5,11.3,0.8,0.0,4.3,14.1,11.3,18.3
20191022,10,7,3.2,7.7,0.83,0.0,0.4,12.3,10.0,14.7
20191023,10,6,2.6,9.8,0.84,0.0,5.3,13.5,9.9,18.8
20191024,10,5,5.2,11.0,0.78,0.0,3.2,15.5,12.3,20.5
20191025,10,6,6.3,12.2,0.73,0.0,6.0,14.6,11.1,16.6
20191026,10,6,6.7,18.7,0.69,0.28,6.5,16.8,14.0,20.5
20191027,10,6,4.2,19.0,0.85,0.0,0.7,10.0,2.9,18.3
20191028,10,4,1.8,5.1,0.89,0.0,5.2,6.8,1.9,11.9
20191029,10,3,2.6,9.1,0.84,0.0,6.6,6.7,2.9,11.8
20191030,10,2,2.2,7.7,0.85,0.0,4.7,4.2,-1.4,10.0
20191031,10,2,2.5,9.4,0.78,0.0,8.4,3.6,-4.2,10.9
20191101,11,8,6.4,12.9,0.87,0.77,0.0,7.4,3.7,11.7
20191102,11,7,6.5,14.2,0.82,0.29,0.3,13.4,11.3,15.5
20191103,11,7,5.2,11.3,0.86,0.27,0.6,12.0,9.8,14.8
20191104,11,6,4.4,10.3,0.91,0.59,0.4,10.5,9.4,12.5
20191105,11,7,2.7,7.5,0.92,0.34,0.0,9.1,6.7,10.9
20191106,11,7,2.3,5.1,0.94,0.19,0.0,8.4,6.3,10.1
20191107,11,6,5.2,15.6,0.87,0.25,0.7,8.2,4.5,10.7
20191108,11,4,2.7,9.3,0.87,0.1,4.8,5.5,1.4,11.5
20191109,11,5,4.0,10.6,0.9,0.0,1.0,4.5,0.6,8.5
20191110,11,2,2.1,9.3,0.88,0.0,7.9,3.6,-1.8,10.6
20191111,11,7,6.3,14.7,0.87,0.37,0.0,5.2,2.5,7.7
20191112,11,5,5.8,11.8,0.84,0.14,0.1,5.1,2.1,6.9
20191113,11,7,5.2,11.8,0.84,0.01,0.1,5.8,2.7,8.1
20191114,11,5,4.4,11.3,0.79,0.0,0.5,5.7,2.7,8.9
20191115,11,7,3.4,9.3,0.82,0.0,0.9,4.4,1.4,7.0
20191116,11,5,2.9,8.2,0.85,0.0,4.4,4.3,1.1,9.0
20191117,11,6,3.4,10.8,0.91,1.23,0.0,3.1,-1.9,6.1
20191118,11,8,3.5,9.3,0.98,2.56,0.0,5.5,3.8,7.0
20191119,11,6,3.5,7.7,0.94,0.63,1.1,4.5,1.3,6.9
20191120,11,2,2.5,7.7,0.93,0.0,6.0,2.0,-1.7,6.1
20191121,11,5,3.1,10.5,0.89,0.13,1.8,2.4,-2.9,6.5
20191122,11,7,5.3,11.8,0.86,0.04,3.9,6.1,0.7,9.1
20191123,11,7,2.6,8.1,0.88,0.0,1.5,4.8,0.3,11.0
20191124,11,6,1.8,7.2,0.91,0.0,4.4,5.1,-0.3,11.1
20191125,11,6,2.6,8.2,0.9,0.0,0.0,6.8,1.2,9.9
20191126,11,7,5.4,9.8,0.88,0.13,0.3,9.5,6.4,11.8
20191127,11,7,6.8,17.7,0.82,0.24,0.3,11.1,10.1,13.3
20191128,11,8,8.6,18.2,0.87,0.5,0.0,10.0,8.1,11.5
20191129,11,5,3.5,10.1,0.78,0.0,3.0,6.3,-0.4,8.7
20191130,11,2,1.8,5.0,0.96,0.0,5.4,0.9,-2.7,6.0
20191201,12,7,3.0,6.2,0.87,0.0,0.3,0.9,-3.0,3.5
20191202,12,6,2.3,5.1,0.96,0.17,0.0,2.3,-2.7,5.4
20191203,12,4,1.8,4.1,0.98,0.0,2.0,4.5,-0.4,8.0
20191204,12,1,2.8,8.2,0.88,0.0,6.8,2.7,-0.5,8.0
20191205,12,4,4.1,9.3,0.86,0.0,4.1,1.6,-1.6,5.0
20191206,12,8,7.2,13.4,0.88,0.77,0.0,4.2,0.8,8.7
20191207,12,8,5.9,12.3,0.85,0.0,0.0,8.8,8.1,9.7
20191208,12,6,8.2,18.9,0.79,0.12,0.0,9.4,6.3,11.3
20191209,12,6,7.0,19.2,0.82,0.42,0.0,6.8,3.8,7.9
20191210,12,4,5.6,16.1,0.79,0.19,4.1,4.2,-0.8,6.9
20191211,12,8,5.6,13.9,0.93,0.77,0.0,4.5,3.0,5.7
20191212,12,6,6.2,15.9,0.8,0.02,2.7,4.8,3.2,6.6
20191213,12,8,7.2,16.6,0.89,0.88,0.0,4.4,2.7,6.7
20191214,12,6,7.1,23.3,0.83,0.55,0.5,5.6,3.8,7.3
20191215,12,6,7.2,25.7,0.76,0.21,4.1,7.4,4.5,11.1
20191216,12,7,4.5,9.6,0.89,0.02,0.0,8.4,4.7,10.5
20191217,12,7,6.3,13.5,0.73,0.39,0.2,12.7,9.4,15.4
20191218,12,5,4.5,12.3,0.84,0.0,5.7,8.1,5.6,10.3
20191219,12,4,7.2,12.7,0.73,0.0,6.5,11.5,8.9,15.0
20191220,12,7,7.6,16.3,0.73,0.16,0.0,10.6,7.7,12.3
20191221,12,5,6.2,12.5,0.76,0.17,2.6,8.2,6.5,10.1
20191222,12,8,6.7,15.3,0.88,0.72,0.0,8.0,6.6,10.3
20191223,12,7,5.3,10.6,0.87,0.22,0.4,7.9,5.6,9.1
20191224,12,7,5.9,14.4,0.88,0.81,0.0,8.0,5.0,10.8
20191225,12,7,3.9,9.9,0.93,0.07,0.0,7.6,5.6,8.7
20191226,12,8,3.3,9.3,0.89,0.01,0.0,6.1,4.9,7.1
20191227,12,6,2.7,7.7,0.89,0.0,1.9,4.3,-1.2,6.2
20191228,12,6,3.1,9.1,0.84,0.0,2.6,0.6,-4.2,4.2
20191229,12,6,5.1,11.8,0.67,0.0,0.2,2.4,0.1,4.4
20191230,12,3,5.3,11.3,0.5,0.0,5.6,4.6,0.8,9.5
20191231,12,5,1.7,6.3,0.87,0.01,0.0,2.1,-2.8,5.0
20200101,1,1,4.0,10.6,0.86,0.0,5.4,1.3,-1.2,3.7
